id     identifier                                                                                                                                                                                                simplified_identifier                               lemma                                               postag                        
999    java.util.Collection<org.kie.api.event.process.ProcessEventListener>                                                                                                                                      1D Collection of ProcessEventListener               1d collection of ProcessEventListener               NN NN IN NNP                  
1000   java.util.Collection<org.kie.api.event.rule.RuleRuntimeEventListener>                                                                                                                                     1D Collection of RuleRuntimeEventListener           1d collection of RuleRuntimeEventListener           NN NN IN NNP                  
1001   java.util.Map<java.lang.String, org.kie.api.runtime.Channel>                                                                                                                                              1D Map of Channel                                   1d map of Channel                                   NN NN IN NNP                  
1002   org.kie.api.runtime.Calendars                                                                                                                                                                             0D Collection of Calendars                          0d collection of Calendars                          NN NN IN NNPS                 
1003   org.kie.api.runtime.Globals                                                                                                                                                                               0D Collection of Globals                            0d collection of global                             NN NN IN NNS                  
1004   org.kie.api.runtime.rule.EntryPoint                                                                                                                                                                       0D Collection of EntryPoint                         0d collection of EntryPoint                         NN NN IN NNP                  
1005   org.kie.api.runtime.rule.LiveQuery                                                                                                                                                                        0D Collection of LiveQuery                          0d collection of LiveQuery                          NN NN IN NNP                  
1006   org.kie.api.runtime.rule.ViewChangedEventListener                                                                                                                                                         0D Collection of ViewChangedEventListener           0d collection of ViewChangedEventListener           NN NN IN NNP                  
1007   org.kie.api.runtime.rule.QueryResults                                                                                                                                                                     0D Collection of QueryResults                       0d collection of queryresult                        NN NN IN NNS                  
1008   org.kie.api.event.rule.AgendaEventListener                                                                                                                                                                0D Collection of AgendaEventListener                0d collection of AgendaEventListener                NN NN IN NNP                  
1009   org.kie.api.event.rule.RuleRuntimeEventListener                                                                                                                                                           0D Collection of RuleRuntimeEventListener           0d collection of RuleRuntimeEventListener           NN NN IN NNP                  
1010   FactHandle.State                                                                                                                                                                                          0D Collection of State                              0d collection of state                              NN NN IN NN                   
1011   org.kie.api.runtime.Channel                                                                                                                                                                               0D Collection of Channel                            0d collection of Channel                            NN NN IN NNP                  
1012   org.jbpm.services.task.test.AtomicAction                                                                                                                                                                  0D Collection of AtomicAction                       0d collection of AtomicAction                       NN NN IN NNP                  
1013   org.kie.api.runtime.process.WorkItemHandler                                                                                                                                                               0D Collection of WorkItemHandler                    0d collection of WorkItemHandler                    NN NN IN NNP                  
1014   java.text.DateFormat                                                                                                                                                                                      0D Collection of DateFormat                         0d collection of DateFormat                         NN NN IN NNP                  
1015   org.jbpm.persistence.scripts.oldentities.ProcessInstanceInfo                                                                                                                                              0D Collection of ProcessInstanceInfo                0d collection of ProcessInstanceInfo                NN NN IN NNP                  
1016   org.jbpm.persistence.scripts.oldentities.SessionInfo                                                                                                                                                      0D Collection of SessionInfo                        0d collection of SessionInfo                        NN NN IN NNP                  
1017   org.jbpm.persistence.scripts.PersistenceUnit                                                                                                                                                              0D Collection of PersistenceUnit                    0d collection of PersistenceUnit                    NN NN IN NNP                  
1018   org.jbpm.persistence.scripts.DatabaseType                                                                                                                                                                 0D Collection of DatabaseType                       0d collection of databasetype                       NN NN IN NN                   
1019   java.util.List<org.kie.internal.process.CorrelationProperty<?>>                                                                                                                                           2D Collection of                                    2d collection of                                    NN NN IN                      
1020   org.jbpm.persistence.correlation.CorrelationPropertyInfo                                                                                                                                                  0D Collection of CorrelationPropertyInfo            0d collection of CorrelationPropertyInfo            NN NN IN NNP                  
1021   org.jbpm.persistence.correlation.CorrelationKeyInfo                                                                                                                                                       0D Collection of CorrelationKeyInfo                 0d collection of CorrelationKeyInfo                 NN NN IN NNP                  
1022   org.jbpm.persistence.processinstance.ProcessInstanceInfo                                                                                                                                                  0D Collection of ProcessInstanceInfo                0d collection of ProcessInstanceInfo                NN NN IN NNP                  
1023   org.jbpm.persistence.ProcessPersistenceContext                                                                                                                                                            0D Collection of ProcessPersistenceContext          0d collection of ProcessPersistenceContext          NN NN IN NNP                  
1024   org.drools.persistence.TransactionSynchronization                                                                                                                                                         0D Collection of TransactionSynchronization         0d collection of transactionsynchronization         NN NN IN NN                   
1025   java.util.List<org.jbpm.persistence.processinstance.ProcessInstanceInfo>                                                                                                                                  1D Collection of ProcessInstanceInfo                1d collection of ProcessInstanceInfo                NN NN IN NNP                  
1026   org.jbpm.persistence.ProcessPersistenceContextManager                                                                                                                                                     0D Collection of ProcessPersistenceContextManager   0d collection of ProcessPersistenceContextManager   NN NN IN NNP                  
1027   org.jbpm.persistence.settings.JpaSettings                                                                                                                                                                 0D Collection of JpaSettings                        0d collection of JpaSettings                        NN NN IN NNP                  
1028   org.drools.core.time.InternalSchedulerService                                                                                                                                                             0D Collection of InternalSchedulerService           0d collection of InternalSchedulerService           NN NN IN NNP                  
1029   org.drools.persistence.info.SessionInfo                                                                                                                                                                   0D Collection of SessionInfo                        0d collection of SessionInfo                        NN NN IN NNP                  
1030   org.drools.persistence.info.WorkItemInfo                                                                                                                                                                  0D Collection of WorkItemInfo                       0d collection of WorkItemInfo                       NN NN IN NNP                  
1031   org.jbpm.persistence.session.objects.TestWorkItemHandler                                                                                                                                                  0D Collection of TestWorkItemHandler                0d collection of TestWorkItemHandler                NN NN IN NNP                  
1032   org.jbpm.persistence.session.objects.VariableCheckerTestWorkItemHandler                                                                                                                                   0D Collection of VariableCheckerTestWorkItemHandle  0d collection of VariableCheckerTestWorkItemHandle  NN NN IN NNP                  
1033   java.util.List<org.kie.internal.definition.KnowledgePackage>                                                                                                                                              1D Collection of KnowledgePackage                   1d collection of KnowledgePackage                   NN NN IN NNP                  
1034   org.drools.core.definitions.InternalKnowledgePackage                                                                                                                                                      0D Collection of InternalKnowledgePackage           0d collection of InternalKnowledgePackage           NN NN IN NNP                  
1035   java.util.ArrayList<org.jbpm.persistence.processinstance.ProcessInstanceInfo>                                                                                                                             1D Collection of ProcessInstanceInfo                1d collection of ProcessInstanceInfo                NN NN IN NNP                  
1036   P[]                                                                                                                                                                                                       1D Array of P                                       1d array of p                                       NN NN IN NN                   
1037   P                                                                                                                                                                                                         0D Collection of P                                  0d collection of p                                  NN NN IN NN                   
1038   java.util.Map<java.lang.Integer, java.lang.String>                                                                                                                                                        1D Map of String                                    1d map of String                                    NN NN IN NNP                  
1039   java.util.Map<java.lang.String, javax.persistence.criteria.Predicate>                                                                                                                                     1D Map of Predicate                                 1d map of predicate                                 NN NN IN NN                   
1040   org.jbpm.query.jpa.data.QueryWhere.QueryCriteriaType                                                                                                                                                      0D Collection of QueryCriteriaType                  0d collection of QueryCriteriaType                  NN NN IN NNP                  
1041   java.util.List<? extends java.lang.Object>                                                                                                                                                                1D Collection of Object                             1d collection of Object                             NN NN IN NNP                  
1042   java.util.Map<java.lang.String, java.util.List<? extends java.lang.Object>>                                                                                                                               2D Map of Object                                    2d map of Object                                    NN NN IN NNP                  
1043   java.util.List<C>                                                                                                                                                                                         1D Collection of C                                  1d collection of c                                  NN NN IN NN                   
1044   org.jbpm.query.jpa.impl.CriteriaQuery<R>                                                                                                                                                                  1D Collection of R                                  1d collection of r                                  NN NN IN NN                   
1045   org.kie.api.runtime.manager.RuntimeEnvironment                                                                                                                                                            0D Collection of RuntimeEnvironment                 0d collection of runtimeenvironment                 NN NN IN NN                   
1046   org.kie.internal.task.api.InternalTaskService                                                                                                                                                             0D Collection of InternalTaskService                0d collection of InternalTaskService                NN NN IN NNP                  
1047   org.jbpm.runtime.manager.impl.Context<?>                                                                                                                                                                  1D Collection of                                    1d collection of                                    NN NN IN                      
1048   org.kie.internal.runtime.conf.ObjectModel                                                                                                                                                                 0D Collection of ObjectModel                        0d collection of ObjectModel                        NN NN IN NNP                  
1049   java.util.List<org.kie.api.event.rule.AgendaEventListener>                                                                                                                                                1D Collection of AgendaEventListener                1d collection of AgendaEventListener                NN NN IN NNP                  
1050   java.util.List<org.kie.api.event.rule.RuleRuntimeEventListener>                                                                                                                                           1D Collection of RuleRuntimeEventListener           1d collection of RuleRuntimeEventListener           NN NN IN NNP                  
1051   java.util.Map<java.lang.String, org.kie.api.runtime.process.WorkItemHandler>                                                                                                                              1D Map of WorkItemHandler                           1d map of WorkItemHandler                           NN NN IN NNP                  
1052   org.jbpm.process.core.timer.GlobalSchedulerService                                                                                                                                                        0D Collection of GlobalSchedulerService             0d collection of GlobalSchedulerService             NN NN IN NNP                  
1053   java.util.List<org.kie.internal.runtime.conf.NamedObjectModel>                                                                                                                                            1D Collection of NamedObjectModel                   1d collection of NamedObjectModel                   NN NN IN NNP                  
1054   java.util.Set<org.kie.internal.runtime.conf.NamedObjectModel>                                                                                                                                             1D Collection of NamedObjectModel                   1d collection of NamedObjectModel                   NN NN IN NNP                  
1055   java.util.Set<org.kie.internal.runtime.conf.ObjectModel>                                                                                                                                                  1D Collection of ObjectModel                        1d collection of ObjectModel                        NN NN IN NNP                  
1056   org.kie.internal.runtime.conf.DeploymentDescriptor                                                                                                                                                        0D Collection of DeploymentDescriptor               0d collection of DeploymentDescriptor               NN NN IN NNP                  
1057   org.kie.internal.runtime.conf.DeploymentDescriptorBuilder                                                                                                                                                 0D Collection of DeploymentDescriptorBuilder        0d collection of DeploymentDescriptorBuilder        NN NN IN NNP                  
1058   org.kie.internal.runtime.conf.NamedObjectModel                                                                                                                                                            0D Collection of NamedObjectModel                   0d collection of NamedObjectModel                   NN NN IN NNP                  
1059   org.kie.internal.runtime.conf.AuditMode                                                                                                                                                                   0D Collection of AuditMode                          0d collection of AuditMode                          NN NN IN NNP                  
1060   org.kie.internal.runtime.conf.PersistenceMode                                                                                                                                                             0D Collection of PersistenceMode                    0d collection of PersistenceMode                    NN NN IN NNP                  
1061   org.kie.internal.runtime.conf.RuntimeStrategy                                                                                                                                                             0D Collection of RuntimeStrategy                    0d collection of RuntimeStrategy                    NN NN IN NNP                  
1062   java.util.Set<?>                                                                                                                                                                                          1D Collection of                                    1d collection of                                    NN NN IN                      
1063   javax.xml.bind.JAXBContext                                                                                                                                                                                0D Collection of JAXBContext                        0d collection of jaxbcontext                        NN NN IN NN                   
1064   java.util.List<org.kie.internal.runtime.conf.DeploymentDescriptor>                                                                                                                                        1D Collection of DeploymentDescriptor               1d collection of DeploymentDescriptor               NN NN IN NNP                  
1065   org.kie.api.runtime.KieContainer                                                                                                                                                                          0D Collection of KieContainer                       0d collection of KieContainer                       NN NN IN NNP                  
1066   org.kie.internal.runtime.conf.MergeMode                                                                                                                                                                   0D Collection of MergeMode                          0d collection of MergeMode                          NN NN IN NNP                  
1067   org.jbpm.runtime.manager.impl.jpa.EntityManagerFactoryManager                                                                                                                                             0D Collection of EntityManagerFactoryManager        0d collection of EntityManagerFactoryManager        NN NN IN NNP                  
1068   org.jbpm.runtime.manager.impl.mapper.Context<?>                                                                                                                                                           1D Collection of                                    1d collection of                                    NN NN IN                      
1069   org.kie.api.runtime.manager.Context                                                                                                                                                                       0D Collection of Context                            0d collection of Context                            NN NN IN NNP                  
1070   org.jbpm.runtime.manager.impl.jpa.ContextMappingInfo                                                                                                                                                      0D Collection of ContextMappingInfo                 0d collection of ContextMappingInfo                 NN NN IN NNP                  
1071   org.jbpm.runtime.manager.impl.mapper.JPAMapper.EntityManagerInfo                                                                                                                                          0D Collection of EntityManagerInfo                  0d collection of EntityManagerInfo                  NN NN IN NNP                  
1072   org.jbpm.runtime.manager.impl.migration.MigrationReport                                                                                                                                                   0D Collection of MigrationReport                    0d collection of MigrationReport                    NN NN IN NNP                  
1073   MigrationEntry.Type                                                                                                                                                                                       0D Collection of Type                               0d collection of type                               NN NN IN NN                   
1074   org.kie.internal.runtime.manager.context.CaseContext                                                                                                                                                      0D Collection of CaseContext                        0d collection of CaseContext                        NN NN IN NNP                  
1075   java.util.Map<java.lang.String, org.kie.api.runtime.manager.RuntimeEngine>                                                                                                                                1D Map of RuntimeEngine                             1d map of runtimeengine                             NN NN IN NN                   
1076   org.kie.api.runtime.manager.audit.AuditService                                                                                                                                                            0D Collection of AuditService                       0d collection of AuditService                       NN NN IN NNP                  
1077   org.kie.internal.runtime.manager.DisposeListener                                                                                                                                                          0D Collection of DisposeListener                    0d collection of DisposeListener                    NN NN IN NNP                  
1078   org.jbpm.runtime.manager.impl.RuntimeEnvironmentBuilder                                                                                                                                                   0D Collection of RuntimeEnvironmentBuilder          0d collection of runtimeenvironmentbuilder          NN NN IN NN                   
1079   org.kie.api.io.ResourceType                                                                                                                                                                               0D Collection of ResourceType                       0d collection of resourcetype                       NN NN IN NN                   
1080   org.kie.internal.runtime.manager.Mapper                                                                                                                                                                   0D Collection of Mapper                             0d collection of Mapper                             NN NN IN NNP                  
1081   org.kie.api.runtime.manager.RegisterableItemsFactory                                                                                                                                                      0D Collection of RegisterableItemsFactory           0d collection of RegisterableItemsFactory           NN NN IN NNP                  
1082   org.kie.api.runtime.manager.RuntimeEnvironmentBuilder                                                                                                                                                     0D Collection of RuntimeEnvironmentBuilder          0d collection of runtimeenvironmentbuilder          NN NN IN NN                   
1083   org.kie.internal.runtime.manager.RuntimeEnvironment                                                                                                                                                       0D Collection of RuntimeEnvironment                 0d collection of runtimeenvironment                 NN NN IN NN                   
1084   org.kie.internal.runtime.manager.SessionFactory                                                                                                                                                           0D Collection of SessionFactory                     0d collection of SessionFactory                     NN NN IN NNP                  
1085   org.kie.internal.runtime.manager.TaskServiceFactory                                                                                                                                                       0D Collection of TaskServiceFactory                 0d collection of TaskServiceFactory                 NN NN IN NNP                  
1086   java.lang.Class<? extends org.kie.api.event.rule.AgendaEventListener>                                                                                                                                     1D Collection of AgendaEventListener                1d collection of AgendaEventListener                NN NN IN NNP                  
1087   java.lang.Class<? extends org.kie.api.event.process.ProcessEventListener>                                                                                                                                 1D Collection of ProcessEventListener               1d collection of ProcessEventListener               NN NN IN NNP                  
1088   java.lang.Class<? extends org.kie.api.task.TaskLifeCycleEventListener>                                                                                                                                    1D Collection of TaskLifeCycleEventListener         1d collection of TaskLifeCycleEventListener         NN NN IN NNP                  
1089   java.lang.Class<? extends org.kie.api.runtime.process.WorkItemHandler>                                                                                                                                    1D Collection of WorkItemHandler                    1d collection of WorkItemHandler                    NN NN IN NNP                  
1090   java.lang.Class<? extends org.kie.api.event.rule.RuleRuntimeEventListener>                                                                                                                                1D Collection of RuleRuntimeEventListener           1d collection of RuleRuntimeEventListener           NN NN IN NNP                  
1091   org.jbpm.runtime.manager.impl.task.Command<T>                                                                                                                                                             1D Collection of T                                  1d collection of t                                  NN NN IN NN                   
1092   org.drools.persistence.OrderedTransactionSynchronization                                                                                                                                                  0D Collection of OrderedTransactionSynchronization  0d collection of orderedtransactionsynchronization  NN NN IN NN                   
1093   org.jbpm.runtime.manager.impl.deploy.Context                                                                                                                                                              0D Collection of Context                            0d collection of Context                            NN NN IN NNP                  
1094   java.util.List<org.kie.api.runtime.process.WorkItem>                                                                                                                                                      1D Collection of WorkItem                           1d collection of WorkItem                           NN NN IN NNP                  
1095   org.jbpm.executor.impl.AvailableJobsExecutor                                                                                                                                                              0D Collection of AvailableJobsExecutor              0d collection of AvailableJobsExecutor              NN NN IN NNP                  
1096   org.jbpm.executor.impl.event.ExecutorEventSupport                                                                                                                                                         0D Collection of ExecutorEventSupport               0d collection of ExecutorEventSupport               NN NN IN NNP                  
1097   org.jbpm.executor.impl.ExecutorRunnable                                                                                                                                                                   0D Collection of ExecutorRunnable                   0d collection of ExecutorRunnable                   NN NN IN NNP                  
1098   org.kie.api.executor.ExecutorService                                                                                                                                                                      0D Collection of ExecutorService                    0d collection of ExecutorService                    NN NN IN NNP                  
1099   org.jbpm.executor.entities.RequestInfo                                                                                                                                                                    0D Collection of RequestInfo                        0d collection of RequestInfo                        NN NN IN NNP                  
1100   java.util.List<org.kie.api.executor.CommandCallback>                                                                                                                                                      1D Collection of CommandCallback                    1d collection of commandcallback                    NN NN IN NN                   
1101   org.kie.api.executor.Command                                                                                                                                                                              0D Collection of Command                            0d collection of command                            NN NN IN NN                   
1102   org.kie.api.executor.CommandCallback                                                                                                                                                                      0D Collection of CommandCallback                    0d collection of commandcallback                    NN NN IN NN                   
1103   org.kie.api.executor.RequestInfo                                                                                                                                                                          0D Collection of RequestInfo                        0d collection of RequestInfo                        NN NN IN NNP                  
1104   java.util.concurrent.ThreadFactory                                                                                                                                                                        0D Collection of ThreadFactory                      0d collection of ThreadFactory                      NN NN IN NNP                  
1105   java.util.List<org.kie.api.executor.ErrorInfo>                                                                                                                                                            1D Collection of ErrorInfo                          1d collection of ErrorInfo                          NN NN IN NNP                  
1106   org.kie.api.runtime.query.QueryContext                                                                                                                                                                    0D Collection of QueryContext                       0d collection of QueryContext                       NN NN IN NNP                  
1107   java.util.List<org.kie.api.executor.RequestInfo>                                                                                                                                                          1D Collection of RequestInfo                        1d collection of RequestInfo                        NN NN IN NNP                  
1108   java.util.List<org.jbpm.executor.AsynchronousJobListener>                                                                                                                                                 1D Collection of AsynchronousJobListener            1d collection of AsynchronousJobListener            NN NN IN NNP                  
1109   java.util.List<org.kie.api.executor.STATUS>                                                                                                                                                               1D Collection of STATUS                             1d collection of status                             NN NN IN NN                   
1110   org.jbpm.executor.AsynchronousJobListener                                                                                                                                                                 0D Collection of AsynchronousJobListener            0d collection of AsynchronousJobListener            NN NN IN NNP                  
1111   org.kie.internal.runtime.manager.audit.query.ErrorInfoDeleteBuilder                                                                                                                                       0D Collection of ErrorInfoDeleteBuilder             0d collection of ErrorInfoDeleteBuilder             NN NN IN NNP                  
1112   ErrorInfoQueryBuilder.OrderBy                                                                                                                                                                             0D Collection of OrderBy                            0d collection of OrderBy                            NN NN IN NNP                  
1113   org.jbpm.executor.impl.jpa.ParametrizedQuery<org.kie.api.executor.ErrorInfo>                                                                                                                              1D Collection of ErrorInfo                          1d collection of ErrorInfo                          NN NN IN NNP                  
1114   org.kie.internal.runtime.manager.audit.query.ErrorInfoQueryBuilder                                                                                                                                        0D Collection of ErrorInfoQueryBuilder              0d collection of ErrorInfoQueryBuilder              NN NN IN NNP                  
1115   org.kie.internal.runtime.manager.audit.query.RequestInfoLogDeleteBuilder                                                                                                                                  0D Collection of RequestInfoLogDeleteBuilder        0d collection of RequestInfoLogDeleteBuilder        NN NN IN NNP                  
1116   org.kie.internal.runtime.manager.audit.query.RequestInfoQueryBuilder                                                                                                                                      0D Collection of RequestInfoQueryBuilder            0d collection of RequestInfoQueryBuilder            NN NN IN NNP                  
1117   org.jbpm.executor.impl.jpa.CriteriaQuery<R>                                                                                                                                                               1D Collection of R                                  1d collection of r                                  NN NN IN NN                   
1118   org.jbpm.executor.impl.jpa.CriteriaQuery<T>                                                                                                                                                               1D Collection of T                                  1d collection of t                                  NN NN IN NN                   
1119   java.lang.Runnable                                                                                                                                                                                        0D Collection of Runnable                           0d collection of runnable                           NN NN IN JJ                   
1120   org.kie.api.executor.ErrorInfo                                                                                                                                                                            0D Collection of ErrorInfo                          0d collection of ErrorInfo                          NN NN IN NNP                  
1121   org.kie.api.executor.STATUS[]                                                                                                                                                                             1D Array of STATUS                                  1d array of status                                  NN NN IN NN                   
1122   RequestInfoQueryBuilder.OrderBy                                                                                                                                                                           0D Collection of OrderBy                            0d collection of OrderBy                            NN NN IN NNP                  
1123   org.jbpm.executor.impl.jpa.ParametrizedQuery<org.kie.api.executor.RequestInfo>                                                                                                                            1D Collection of RequestInfo                        1d collection of RequestInfo                        NN NN IN NNP                  
1124   java.util.Map<java.lang.Long, org.kie.api.executor.ErrorInfo>                                                                                                                                             1D Map of ErrorInfo                                 1d map of ErrorInfo                                 NN NN IN NNP                  
1125   java.util.Map<java.lang.Long, org.kie.api.executor.RequestInfo>                                                                                                                                           1D Map of RequestInfo                               1d map of RequestInfo                               NN NN IN NNP                  
1126   org.jbpm.executor.test.CountDownAsyncJobListener                                                                                                                                                          0D Collection of CountDownAsyncJobListener          0d collection of CountDownAsyncJobListener          NN NN IN NNP                  
1127   org.jbpm.executor.AsynchronousJobEvent                                                                                                                                                                    0D Collection of AsynchronousJobEvent               0d collection of AsynchronousJobEvent               NN NN IN NNP                  
1128   javax.enterprise.inject.spi.BeanManager                                                                                                                                                                   0D Collection of BeanManager                        0d collection of BeanManager                        NN NN IN NNP                  
1129   java.lang.annotation.Annotation[]                                                                                                                                                                         1D Array of Annotation                              1d array of Annotation                              NN NN IN NNP                  
