id     identifier                      simplified_identifier           lemma                           postag              
807    java.lang.Class<org.jbpm.servi  1D Collection of TaskEventImpl  1d collection of TaskEventImpl  NN NN IN NNP        
808    java.lang.Class<org.kie.intern  1D Collection of TaskEvent      1d collection of TaskEvent      NN NN IN NNP        
809    java.lang.Class<org.jbpm.servi  1D Collection of TaskVariableI  1d collection of TaskVariableI  NN NN IN NNP        
810    java.lang.Class<org.kie.intern  1D Collection of TaskVariable   1d collection of TaskVariable   NN NN IN NNP        
811    org.jbpm.services.task.audit.i  0D Collection of AuditTaskImpl  0d collection of AuditTaskImpl  NN NN IN NNP        
812    org.kie.api.task.TaskEvent      0D Collection of TaskEvent      0d collection of TaskEvent      NN NN IN NNP        
813    org.kie.internal.task.api.Task  0D Collection of TaskPersisten  0d collection of TaskPersisten  NN NN IN NNP        
814    org.kie.internal.task.api.Task  0D Collection of VariableType   0d collection of VariableType   NN NN IN NNP        
815    Q                               0D Collection of Q              0d collection of Q              NN NN IN NNP        
816    org.kie.internal.task.query.Au  0D Collection of AuditTaskDele  0d collection of AuditTaskDele  NN NN IN NNP        
817    org.kie.internal.task.query.Au  0D Collection of OrderBy        0d collection of OrderBy        NN NN IN NNP        
818    org.kie.internal.task.query.Au  0D Collection of AuditTaskQuer  0d collection of AuditTaskQuer  NN NN IN NNP        
819    org.kie.api.task.model.Status[  1D Array of Status              1d array of Status              NN NN IN NNP        
820    java.lang.Class<org.jbpm.servi  1D Collection of BAMTaskSummar  1d collection of bamtasksummar  NN NN IN NN         
821    org.jbpm.services.task.audit.B  0D Collection of OrderBy        0d collection of OrderBy        NN NN IN NNP        
822    org.jbpm.services.task.audit.B  0D Collection of BAMTaskSummar  0d collection of bamtasksummar  NN NN IN NN         
823    org.jbpm.services.task.audit.s  1D Collection of R              1d collection of r              NN NN IN NN         
824    org.jbpm.services.task.audit.s  1D Collection of TaskVariableI  1d collection of TaskVariableI  NN NN IN NNP        
825    java.util.List<org.jbpm.query.  1D Collection of QueryCriteria  1d collection of QueryCriteria  NN NN IN NNP        
826    org.kie.internal.query.QueryFi  0D Collection of QueryFilter    0d collection of QueryFilter    NN NN IN NNP        
827    org.kie.internal.task.query.Ta  0D Collection of TaskEventQuer  0d collection of TaskEventQuer  NN NN IN NNP        
828    org.kie.internal.task.query.Ta  0D Collection of TaskVariableQ  0d collection of TaskVariableQ  NN NN IN NNP        
829    org.kie.api.task.TaskService    0D Collection of TaskService    0d collection of TaskService    NN NN IN NNP        
830    org.kie.internal.task.query.Ta  0D Collection of TaskEventDele  0d collection of TaskEventDele  NN NN IN NNP        
831    java.lang.Class<org.kie.intern  1D Collection of TaskEvent      1d collection of TaskEvent      NN NN IN NNP        
832    org.kie.internal.task.query.Ta  0D Collection of OrderBy        0d collection of OrderBy        NN NN IN NNP        
833    org.kie.internal.task.api.mode  1D Array of TaskEventType       1d array of TaskEventType       NN NN IN NNP        
834    org.jbpm.query.jpa.impl.QueryC  0D Collection of QueryCriteria  0d collection of QueryCriteria  NN NN IN NNP        
835    org.kie.internal.task.query.Ta  0D Collection of OrderBy        0d collection of OrderBy        NN NN IN NNP        
836    org.jbpm.services.task.audit.s  2D Collection of TaskVariable   2d collection of TaskVariable   NN NN IN NNP        
837    org.kie.internal.task.api.Task  1D Array of VariableType        1d array of VariableType        NN NN IN NNP        
838    org.jbpm.services.task.audit.T  0D Collection of TaskAuditConf  0d collection of TaskAuditConf  NN NN IN NNP        
839    org.jbpm.services.task.audit.v  0D Collection of TaskIndexerMa  0d collection of TaskIndexerMa  NN NN IN NNP        
840    org.jbpm.services.task.audit.i  0D Collection of BAMTaskSummar  0d collection of bamtasksummar  NN NN IN NN         
841    java.sql.Timestamp              0D Collection of Timestamp      0d collection of Timestamp      NN NN IN NNP        
842    org.kie.api.task.model.Attachm  0D Collection of Attachment     0d collection of attachment     NN NN IN NN         
843    org.kie.api.task.model.Content  0D Collection of Content        0d collection of content        NN NN IN NN         
844    org.kie.api.task.model.Comment  0D Collection of Comment        0d collection of comment        NN NN IN NN         
845    java.util.List<? extends org.k  1D Collection of Deadline       1d collection of deadline       NN NN IN NN         
846    org.kie.internal.task.api.Task  0D Collection of DeadlineType   0d collection of deadlinetype   NN NN IN NN         
847    org.kie.internal.task.api.Task  0D Collection of TaskDeadlines  0d collection of TaskDeadlines  NN NN IN NNP        
848    org.kie.api.task.model.User     0D Collection of User           0d collection of user           NN NN IN NN         
849    java.util.List<? extends org.k  1D Collection of Organizationa  1d collection of Organizationa  NN NN IN NNP        
850    org.kie.api.task.model.TaskDat  0D Collection of TaskData       0d collection of TaskData       NN NN IN NNP        
851    org.jbpm.services.task.command  0D Collection of TaskContext    0d collection of TaskContext    NN NN IN NNP        
852    org.kie.internal.task.api.mode  0D Collection of DeadlineSumma  0d collection of DeadlineSumma  NN NN IN NNP        
853    java.util.List<org.kie.interna  1D Collection of DeadlineSumma  1d collection of DeadlineSumma  NN NN IN NNP        
854    org.kie.internal.task.api.mode  0D Collection of Notification   0d collection of notification   NN NN IN NN         
855    java.util.List<org.kie.api.tas  1D Collection of Attachment     1d collection of attachment     NN NN IN NN         
856    java.util.List<org.kie.api.tas  1D Collection of Comment        1d collection of comment        NN NN IN NN         
857    java.util.List<org.kie.api.tas  1D Collection of Content        1d collection of content        NN NN IN NN         
858    java.util.List<org.kie.interna  1D Collection of TaskDef        1d collection of TaskDef        NN NN IN NNP        
859    org.kie.api.task.model.Group    0D Collection of Group          0d collection of Group          NN NN IN NNP        
860    java.util.List<org.kie.api.tas  1D Collection of Group          1d collection of Group          NN NN IN NNP        
861    java.util.Map<java.lang.Long,   2D Map of OrganizationalEntity  2d map of OrganizationalEntity  NN NN IN NNP        
862    org.kie.internal.task.api.mode  0D Collection of TaskDef        0d collection of TaskDef        NN NN IN NNP        
863    org.kie.internal.task.api.User  0D Collection of UserInfo       0d collection of UserInfo       NN NN IN NNP        
864    java.util.List<org.kie.api.tas  1D Collection of User           1d collection of user           NN NN IN NN         
865    org.jbpm.services.task.command  1D Collection of T              1d collection of t              NN NN IN NN         
866    org.drools.core.command.Interc  0D Collection of Interceptor    0d collection of Interceptor    NN NN IN NNP        
867    org.jbpm.services.task.events.  0D Collection of TaskEventSupp  0d collection of TaskEventSupp  NN NN IN NNP        
868    org.jbpm.services.task.interna  0D Collection of LifeCycleMana  0d collection of LifeCycleMana  NN NN IN NNP        
869    org.jbpm.services.task.rule.Ta  0D Collection of TaskRuleServi  0d collection of TaskRuleServi  NN NN IN NNP        
870    org.kie.api.task.UserGroupCall  0D Collection of UserGroupCall  0d collection of UserGroupCall  NN NN IN NNP        
871    org.kie.internal.command.World  0D Collection of World          0d collection of World          NN NN IN NNP        
872    org.kie.internal.task.api.Task  0D Collection of TaskAdminServ  0d collection of TaskAdminServ  NN NN IN NNP        
873    org.kie.internal.task.api.Task  0D Collection of TaskAttachmen  0d collection of TaskAttachmen  NN NN IN NNP        
874    org.kie.internal.task.api.Task  0D Collection of TaskCommentSe  0d collection of TaskCommentSe  NN NN IN NNP        
875    org.kie.internal.task.api.Task  0D Collection of TaskContentSe  0d collection of TaskContentSe  NN NN IN NNP        
876    org.kie.internal.task.api.Task  0D Collection of TaskDefServic  0d collection of TaskDefServic  NN NN IN NNP        
877    org.kie.internal.task.api.Task  0D Collection of TaskIdentityS  0d collection of TaskIdentityS  NN NN IN NNP        
878    org.kie.internal.task.api.Task  0D Collection of TaskInstanceS  0d collection of TaskInstanceS  NN NN IN NNP        
879    org.kie.internal.task.api.Task  0D Collection of TaskQueryServ  0d collection of TaskQueryServ  NN NN IN NNP        
880    org.kie.internal.task.api.Task  0D Collection of TaskContext    0d collection of TaskContext    NN NN IN NNP        
881    org.kie.internal.task.api.mode  0D Collection of InternalPeopl  0d collection of internalpeopl  NN NN IN NNS        
882    org.kie.internal.task.api.mode  0D Collection of InternalTaskD  0d collection of InternalTaskD  NN NN IN NNP        
883    org.kie.internal.task.api.mode  0D Collection of Deadlines      0d collection of deadline       NN NN IN NNS        
884    java.util.Map<java.lang.String  2D Map of User                  2d map of user                  NN NN IN NN         
885    org.kie.internal.task.api.mode  0D Collection of NotificationE  0d collection of NotificationE  NN NN IN NNP        
886    javax.mail.Session              0D Collection of Session        0d collection of session        NN NN IN NN         
887    org.jbpm.services.task.deadlin  0D Collection of NotificationL  0d collection of NotificationL  NN NN IN NNP        
888    org.jbpm.services.task.HumanTa  0D Collection of PriorityInter  0d collection of PriorityInter  NN NN IN NNP        
889    org.jbpm.services.task.HumanTa  0D Collection of HumanTaskConf  0d collection of HumanTaskConf  NN NN IN NNP        
890    org.kie.api.task.TaskLifeCycle  0D Collection of TaskLifeCycle  0d collection of TaskLifeCycle  NN NN IN NNP        
891    java.util.Properties            0D Collection of Properties     0d collection of Properties     NN NN IN NNPS       
892    java.sql.Connection             0D Collection of Connection     0d collection of connection     NN NN IN NN         
893    java.util.Iterator<org.kie.api  1D Collection of Organizationa  1d collection of Organizationa  NN NN IN NNP        
894    javax.security.auth.Subject     0D Collection of Subject        0d collection of Subject        NN NN IN NNP        
895    org.jbpm.services.task.identit  0D Collection of UserGroupAdap  0d collection of UserGroupAdap  NN NN IN NNP        
896    org.jbpm.services.task.impl.co  1D Collection of T              1d collection of t              NN NN IN NN         
897    java.util.List<org.kie.api.tas  1D Collection of TaskLifeCycle  1d collection of TaskLifeCycle  NN NN IN NNP        
898    java.util.List<org.kie.api.tas  1D Collection of Status         1d collection of Status         NN NN IN NNP        
899    java.util.Map<java.lang.String  2D Map of List                  2d map of list                  NN NN IN NN         
900    org.kie.internal.task.api.mode  0D Collection of ContentData    0d collection of ContentData    NN NN IN NNP        
901    org.kie.internal.task.api.Cont  0D Collection of ContentMarsha  0d collection of ContentMarsha  NN NN IN NNP        
902    org.kie.internal.task.api.mode  0D Collection of SubTasksStrat  0d collection of SubTasksStrat  NN NN IN NNP        
903    org.kie.internal.task.query.Ta  0D Collection of TaskSummaryQu  0d collection of TaskSummaryQu  NN NN IN NNP        
904    java.util.Map<java.lang.String  1D Map of User                  1d map of user                  NN NN IN NN         
905    java.util.Map<java.lang.String  1D Map of Group                 1d map of Group                 NN NN IN NNP        
906    org.kie.internal.task.api.mode  0D Collection of FaultData      0d collection of FaultData      NN NN IN NNP        
907    java.util.List<J>               1D Collection of J              1d collection of j              NN NN IN NN         
908    java.util.List<I>               1D Collection of I              1d collection of I              NN NN IN PRP        
909    java.lang.Class<I>              1D Collection of I              1d collection of I              NN NN IN PRP        
910    java.lang.Class<J>              1D Collection of J              1d collection of j              NN NN IN NN         
911    J                               0D Collection of J              0d collection of j              NN NN IN NN         
912    I                               0D Collection of I              0d collection of I              NN NN IN PRP        
913    java.util.List<org.kie.interna  1D Collection of Deadline       1d collection of deadline       NN NN IN NN         
914    java.util.List<org.jbpm.servic  1D Collection of JaxbI18NText   1d collection of jaxbi18ntext   NN NN IN NN         
915    org.kie.api.task.model.I18NTex  0D Collection of I18NText       0d collection of i18ntext       NN NN IN NN         
916    java.util.List<org.jbpm.servic  1D Collection of JaxbOrganizat  1d collection of jaxborganizat  NN NN IN NN         
917    org.kie.internal.task.api.mode  0D Collection of Delegation     0d collection of delegation     NN NN IN NN         
918    org.jbpm.services.task.impl.Ta  0D Collection of TaskContentRe  0d collection of TaskContentRe  NN NN IN NNP        
919    org.jbpm.services.task.impl.De  0D Collection of DeadlineType   0d collection of deadlinetype   NN NN IN NN         
920    org.jbpm.services.task.impl.Ta  0D Collection of ScheduledTask  0d collection of ScheduledTask  NN NN IN NNP        
921    org.kie.api.runtime.CommandExe  0D Collection of CommandExecut  0d collection of CommandExecut  NN NN IN NNP        
922    org.jbpm.services.task.impl.Co  1D Collection of T              1d collection of t              NN NN IN NN         
923    java.util.List<?>               1D Collection of                1d collection of                NN NN IN            
924    org.jbpm.services.task.impl.Or  0D Collection of OrderBy        0d collection of OrderBy        NN NN IN NNP        
925    org.jbpm.services.task.impl.Pa  1D Collection of TaskSummary    1d collection of TaskSummary    NN NN IN NNP        
926    org.kie.internal.task.api.mode  1D Array of SubTasksStrategy    1d array of SubTasksStrategy    NN NN IN NNP        
927    java.io.Serializable            0D Collection of Serializable   0d collection of serializable   NN NN IN JJ         
928    org.jbpm.services.task.interna  0D Collection of OperationComm  0d collection of OperationComm  NN NN IN NNP        
929    java.util.Map<org.kie.internal  2D Map of ListOperationCommand  2d map of ListOperationCommand  NN NN IN NNP        
930    org.kie.api.task.model.Organiz  1D Array of OrganizationalEnti  1d array of OrganizationalEnti  NN NN IN NNP        
931    org.kie.internal.task.api.mode  0D Collection of Operation      0d collection of operation      NN NN IN NN         
932    java.util.List<org.jbpm.servic  1D Collection of OperationComm  1d collection of OperationComm  NN NN IN NNP        
933    org.jbpm.services.task.rule.im  0D Collection of RuleContextPr  0d collection of rulecontextpr  NN NN IN NN         
934    org.kie.internal.task.exceptio  0D Collection of TaskException  0d collection of TaskException  NN NN IN NNP        
935    org.drools.core.marshalling.im  0D Collection of Header         0d collection of Header         NN NN IN NNP        
936    javax.naming.directory.SearchR  0D Collection of SearchResult   0d collection of SearchResult   NN NN IN NNP        
937    javax.naming.directory.SearchC  0D Collection of SearchControl  0d collection of searchcontrol  NN NN IN NNS        
938    javax.naming.ldap.LdapContext   0D Collection of LdapContext    0d collection of LdapContext    NN NN IN NNP        
939    org.jbpm.services.task.utils.L  0D Collection of LdapSearcher   0d collection of LdapSearcher   NN NN IN NNP        
940    java.lang.Object[]              1D Array of Object              1d array of Object              NN NN IN NNP        
941    java.util.List<org.kie.interna  1D Collection of NotificationE  1d collection of NotificationE  NN NN IN NNP        
942    org.subethamail.wiser.Wiser     0D Collection of Wiser          0d collection of Wiser          NN NN IN NNP        
943    org.jbpm.services.task.impl.mo  0D Collection of JaxbContent    0d collection of JaxbContent    NN NN IN NNP        
944    org.jbpm.services.task.util.Co  0D Collection of CountDownTask  0d collection of CountDownTask  NN NN IN NNP        
945    org.jbpm.services.task.utils.L  0D Collection of SearchScope    0d collection of searchscope    NN NN IN NN         
946    org.jbpm.services.task.identit  0D Collection of Configuration  0d collection of Configuration  NN NN IN NNP        
947    org.jbpm.services.task.jaxb.Ab  0D Collection of TestType       0d collection of testtype       NN NN IN NN         
948    org.jbpm.services.task.jaxb.Te  0D Collection of TestType       0d collection of testtype       NN NN IN NN         
949    javax.persistence.metamodel.At  0D Collection of Attribute      0d collection of Attribute      NN NN IN NNP        
950    javax.persistence.metamodel.Pl  0D Collection of PluralAttribu  0d collection of PluralAttribu  NN NN IN NNP        
951    javax.persistence.criteria.Cri  0D Collection of CriteriaQuery  0d collection of CriteriaQuery  NN NN IN NNP        
952    org.jbpm.services.task.impl.mo  0D Collection of TaskImpl       0d collection of TaskImpl       NN NN IN NNP        
953    org.jbpm.services.task.query.S  1D Collection of TaskSummaryIm  1d collection of TaskSummaryIm  NN NN IN NNP        
954    org.jbpm.services.task.query.R  1D Collection of TaskImpl       1d collection of TaskImpl       NN NN IN NNP        
955    org.jbpm.services.task.utils.S  0D Collection of SearchScope    0d collection of searchscope    NN NN IN NN         
956    java.lang.Class<? extends java  1D Collection of Exception      1d collection of exception      NN NN IN NN         
957    org.kie.internal.task.api.mode  0D Collection of NotificationT  0d collection of NotificationT  NN NN IN NNP        
958    java.util.Map<? extends org.ki  1D Map of EmailNotificationHea  1d map of EmailNotificationHea  NN NN IN NNP        
959    java.util.List<org.jbpm.servic  1D Collection of I18NTextImpl   1d collection of i18ntextimpl   NN NN IN NN         
960    org.jbpm.services.task.impl.mo  0D Collection of GroupImpl      0d collection of GroupImpl      NN NN IN NNP        
961    org.jbpm.services.task.impl.mo  0D Collection of UserImpl       0d collection of UserImpl       NN NN IN NNP        
962    org.kie.api.task.model.PeopleA  0D Collection of PeopleAssignm  0d collection of PeopleAssignm  NN NN IN NNP        
963    org.jbpm.services.task.persist  1D Collection of R              1d collection of r              NN NN IN NN         
964    org.jbpm.services.task.persist  1D Collection of T              1d collection of t              NN NN IN NN         
965    org.kie.internal.task.api.mode  0D Collection of BooleanExpres  0d collection of BooleanExpres  NN NN IN NNP        
966    org.kie.internal.task.api.mode  0D Collection of Deadline       0d collection of deadline       NN NN IN NN         
967    org.kie.internal.task.api.mode  0D Collection of EmailNotifica  0d collection of EmailNotifica  NN NN IN NNP        
968    org.kie.internal.task.api.mode  0D Collection of EmailNotifica  0d collection of EmailNotifica  NN NN IN NNP        
969    org.kie.internal.task.api.mode  0D Collection of Escalation     0d collection of escalation     NN NN IN NN         
970    org.kie.internal.task.api.mode  0D Collection of Language       0d collection of language       NN NN IN NN         
971    org.kie.internal.task.api.mode  0D Collection of Reassignment   0d collection of reassignment   NN NN IN NN         
972    javax.persistence.LockModeType  0D Collection of LockModeType   0d collection of lockmodetype   NN NN IN NN         
973    java.lang.Class<? extends java  1D Collection of Annotation     1d collection of Annotation     NN NN IN NNP        
974    java.util.HashMap<java.lang.St  1D Map of Object                1d map of Object                NN NN IN NNP        
975    org.kie.internal.task.api.Task  0D Collection of TaskModelFact  0d collection of TaskModelFact  NN NN IN NNP        
976    org.jbpm.services.task.persist  0D Collection of TaskQueryMana  0d collection of TaskQueryMana  NN NN IN NNP        
977    javax.persistence.criteria.Exp  0D Collection of Expression     0d collection of expression     NN NN IN NN         
978    org.jbpm.services.task.persist  1D Map of F                     1d map of f                     NN NN IN NN         
979    org.jbpm.services.task.persist  1D Map of T                     1d map of t                     NN NN IN NN         
980    javax.persistence.metamodel.Si  0D Collection of SingularAttri  0d collection of SingularAttri  NN NN IN NNP        
981    org.jbpm.services.task.persist  1D Collection of Q              1d collection of Q              NN NN IN NNP        
982    org.jbpm.services.task.persist  1D Collection of TaskImpl       1d collection of TaskImpl       NN NN IN NNP        
983    org.jbpm.services.task.persist  1D Map of TaskDataImpl          1d map of TaskDataImpl          NN NN IN NNP        
984    org.jbpm.services.task.persist  1D Map of PeopleAssignmentsImp  1d map of PeopleAssignmentsImp  NN NN IN NNP        
985    org.jbpm.services.task.persist  1D Map of OrganizationalEntity  1d map of OrganizationalEntity  NN NN IN NNP        
986    org.jbpm.services.task.persist  1D Collection of T              1d collection of t              NN NN IN NN         
987    java.util.List<org.kie.interna  1D Collection of BooleanExpres  1d collection of BooleanExpres  NN NN IN NNP        
988    java.util.List<org.kie.interna  1D Collection of Escalation     1d collection of escalation     NN NN IN NN         
989    java.util.List<org.kie.interna  1D Collection of Notification   1d collection of notification   NN NN IN NN         
990    java.util.List<org.kie.interna  1D Collection of Reassignment   1d collection of reassignment   NN NN IN NN         
991    org.jbpm.services.task.utils.T  0D Collection of TaskFluent     0d collection of TaskFluent     NN NN IN NNP        
992    org.kie.internal.task.api.User  0D Collection of UserGroupCall  0d collection of UserGroupCall  NN NN IN NNP        
993    org.kie.api.runtime.ObjectFilt  0D Collection of ObjectFilter   0d collection of ObjectFilter   NN NN IN NNP        
994    org.jbpm.services.task.test.Co  1D Collection of T              1d collection of t              NN NN IN NN         
995    org.kie.api.runtime.rule.Agend  0D Collection of AgendaFilter   0d collection of AgendaFilter   NN NN IN NNP        
996    java.util.Collection<org.kie.a  1D Collection of AgendaEventLi  1d collection of AgendaEventLi  NN NN IN NNP        
997    java.util.Collection<? extends  1D Collection of EntryPoint     1d collection of EntryPoint     NN NN IN NNP        
998    java.util.Collection<java.lang  1D Collection of Object         1d collection of Object         NN NN IN NNP        
999    java.util.Collection<org.kie.a  1D Collection of ProcessEventL  1d collection of ProcessEventL  NN NN IN NNP        
1000   java.util.Collection<org.kie.a  1D Collection of RuleRuntimeEv  1d collection of RuleRuntimeEv  NN NN IN NNP        
1001   java.util.Map<java.lang.String  1D Map of Channel               1d map of Channel               NN NN IN NNP        
1002   org.kie.api.runtime.Calendars   0D Collection of Calendars      0d collection of Calendars      NN NN IN NNPS       
1003   org.kie.api.runtime.Globals     0D Collection of Globals        0d collection of global         NN NN IN NNS        
1004   org.kie.api.runtime.rule.Entry  0D Collection of EntryPoint     0d collection of EntryPoint     NN NN IN NNP        
1005   org.kie.api.runtime.rule.LiveQ  0D Collection of LiveQuery      0d collection of LiveQuery      NN NN IN NNP        
1006   org.kie.api.runtime.rule.ViewC  0D Collection of ViewChangedEv  0d collection of ViewChangedEv  NN NN IN NNP        
1007   org.kie.api.runtime.rule.Query  0D Collection of QueryResults   0d collection of queryresult    NN NN IN NNS        
1008   org.kie.api.event.rule.AgendaE  0D Collection of AgendaEventLi  0d collection of AgendaEventLi  NN NN IN NNP        
1009   org.kie.api.event.rule.RuleRun  0D Collection of RuleRuntimeEv  0d collection of RuleRuntimeEv  NN NN IN NNP        
1010   FactHandle.State                0D Collection of State          0d collection of state          NN NN IN NN         
1011   org.kie.api.runtime.Channel     0D Collection of Channel        0d collection of Channel        NN NN IN NNP        
1012   org.jbpm.services.task.test.At  0D Collection of AtomicAction   0d collection of AtomicAction   NN NN IN NNP        
1013   org.kie.api.runtime.process.Wo  0D Collection of WorkItemHandl  0d collection of WorkItemHandl  NN NN IN NNP        
1014   java.text.DateFormat            0D Collection of DateFormat     0d collection of DateFormat     NN NN IN NNP        
1015   org.jbpm.persistence.scripts.o  0D Collection of ProcessInstan  0d collection of ProcessInstan  NN NN IN NNP        
1016   org.jbpm.persistence.scripts.o  0D Collection of SessionInfo    0d collection of SessionInfo    NN NN IN NNP        
1017   org.jbpm.persistence.scripts.P  0D Collection of PersistenceUn  0d collection of PersistenceUn  NN NN IN NNP        
1018   org.jbpm.persistence.scripts.D  0D Collection of DatabaseType   0d collection of databasetype   NN NN IN NN         
1019   java.util.List<org.kie.interna  2D Collection of                2d collection of                NN NN IN            
1020   org.jbpm.persistence.correlati  0D Collection of CorrelationPr  0d collection of CorrelationPr  NN NN IN NNP        
1021   org.jbpm.persistence.correlati  0D Collection of CorrelationKe  0d collection of CorrelationKe  NN NN IN NNP        
1022   org.jbpm.persistence.processin  0D Collection of ProcessInstan  0d collection of ProcessInstan  NN NN IN NNP        
1023   org.jbpm.persistence.ProcessPe  0D Collection of ProcessPersis  0d collection of ProcessPersis  NN NN IN NNP        
1024   org.drools.persistence.Transac  0D Collection of TransactionSy  0d collection of transactionsy  NN NN IN NN         
1025   java.util.List<org.jbpm.persis  1D Collection of ProcessInstan  1d collection of ProcessInstan  NN NN IN NNP        
1026   org.jbpm.persistence.ProcessPe  0D Collection of ProcessPersis  0d collection of ProcessPersis  NN NN IN NNP        
1027   org.jbpm.persistence.settings.  0D Collection of JpaSettings    0d collection of JpaSettings    NN NN IN NNP        
1028   org.drools.core.time.InternalS  0D Collection of InternalSched  0d collection of InternalSched  NN NN IN NNP        
1029   org.drools.persistence.info.Se  0D Collection of SessionInfo    0d collection of SessionInfo    NN NN IN NNP        
1030   org.drools.persistence.info.Wo  0D Collection of WorkItemInfo   0d collection of WorkItemInfo   NN NN IN NNP        
1031   org.jbpm.persistence.session.o  0D Collection of TestWorkItemH  0d collection of TestWorkItemH  NN NN IN NNP        
1032   org.jbpm.persistence.session.o  0D Collection of VariableCheck  0d collection of VariableCheck  NN NN IN NNP        
1033   java.util.List<org.kie.interna  1D Collection of KnowledgePack  1d collection of KnowledgePack  NN NN IN NNP        
1034   org.drools.core.definitions.In  0D Collection of InternalKnowl  0d collection of InternalKnowl  NN NN IN NNP        
1035   java.util.ArrayList<org.jbpm.p  1D Collection of ProcessInstan  1d collection of ProcessInstan  NN NN IN NNP        
1036   P[]                             1D Array of P                   1d array of p                   NN NN IN NN         
1037   P                               0D Collection of P              0d collection of p              NN NN IN NN         
1038   java.util.Map<java.lang.Intege  1D Map of String                1d map of String                NN NN IN NNP        
1039   java.util.Map<java.lang.String  1D Map of Predicate             1d map of predicate             NN NN IN NN         
1040   org.jbpm.query.jpa.data.QueryW  0D Collection of QueryCriteria  0d collection of QueryCriteria  NN NN IN NNP        
1041   java.util.List<? extends java.  1D Collection of Object         1d collection of Object         NN NN IN NNP        
1042   java.util.Map<java.lang.String  2D Map of Object                2d map of Object                NN NN IN NNP        
1043   java.util.List<C>               1D Collection of C              1d collection of c              NN NN IN NN         
1044   org.jbpm.query.jpa.impl.Criter  1D Collection of R              1d collection of r              NN NN IN NN         
1045   org.kie.api.runtime.manager.Ru  0D Collection of RuntimeEnviro  0d collection of runtimeenviro  NN NN IN NN         
1046   org.kie.internal.task.api.Inte  0D Collection of InternalTaskS  0d collection of InternalTaskS  NN NN IN NNP        
1047   org.jbpm.runtime.manager.impl.  1D Collection of                1d collection of                NN NN IN            
1048   org.kie.internal.runtime.conf.  0D Collection of ObjectModel    0d collection of ObjectModel    NN NN IN NNP        
1049   java.util.List<org.kie.api.eve  1D Collection of AgendaEventLi  1d collection of AgendaEventLi  NN NN IN NNP        
1050   java.util.List<org.kie.api.eve  1D Collection of RuleRuntimeEv  1d collection of RuleRuntimeEv  NN NN IN NNP        
1051   java.util.Map<java.lang.String  1D Map of WorkItemHandler       1d map of WorkItemHandler       NN NN IN NNP        
1052   org.jbpm.process.core.timer.Gl  0D Collection of GlobalSchedul  0d collection of GlobalSchedul  NN NN IN NNP        
1053   java.util.List<org.kie.interna  1D Collection of NamedObjectMo  1d collection of NamedObjectMo  NN NN IN NNP        
1054   java.util.Set<org.kie.internal  1D Collection of NamedObjectMo  1d collection of NamedObjectMo  NN NN IN NNP        
1055   java.util.Set<org.kie.internal  1D Collection of ObjectModel    1d collection of ObjectModel    NN NN IN NNP        
1056   org.kie.internal.runtime.conf.  0D Collection of DeploymentDes  0d collection of DeploymentDes  NN NN IN NNP        
1057   org.kie.internal.runtime.conf.  0D Collection of DeploymentDes  0d collection of DeploymentDes  NN NN IN NNP        
1058   org.kie.internal.runtime.conf.  0D Collection of NamedObjectMo  0d collection of NamedObjectMo  NN NN IN NNP        
1059   org.kie.internal.runtime.conf.  0D Collection of AuditMode      0d collection of AuditMode      NN NN IN NNP        
1060   org.kie.internal.runtime.conf.  0D Collection of PersistenceMo  0d collection of PersistenceMo  NN NN IN NNP        
1061   org.kie.internal.runtime.conf.  0D Collection of RuntimeStrate  0d collection of RuntimeStrate  NN NN IN NNP        
1062   java.util.Set<?>                1D Collection of                1d collection of                NN NN IN            
1063   javax.xml.bind.JAXBContext      0D Collection of JAXBContext    0d collection of jaxbcontext    NN NN IN NN         
1064   java.util.List<org.kie.interna  1D Collection of DeploymentDes  1d collection of DeploymentDes  NN NN IN NNP        
1065   org.kie.api.runtime.KieContain  0D Collection of KieContainer   0d collection of KieContainer   NN NN IN NNP        
1066   org.kie.internal.runtime.conf.  0D Collection of MergeMode      0d collection of MergeMode      NN NN IN NNP        
1067   org.jbpm.runtime.manager.impl.  0D Collection of EntityManager  0d collection of EntityManager  NN NN IN NNP        
1068   org.jbpm.runtime.manager.impl.  1D Collection of                1d collection of                NN NN IN            
1069   org.kie.api.runtime.manager.Co  0D Collection of Context        0d collection of Context        NN NN IN NNP        
1070   org.jbpm.runtime.manager.impl.  0D Collection of ContextMappin  0d collection of ContextMappin  NN NN IN NNP        
1071   org.jbpm.runtime.manager.impl.  0D Collection of EntityManager  0d collection of EntityManager  NN NN IN NNP        
1072   org.jbpm.runtime.manager.impl.  0D Collection of MigrationRepo  0d collection of MigrationRepo  NN NN IN NNP        
1073   MigrationEntry.Type             0D Collection of Type           0d collection of type           NN NN IN NN         
1074   org.kie.internal.runtime.manag  0D Collection of CaseContext    0d collection of CaseContext    NN NN IN NNP        
1075   java.util.Map<java.lang.String  1D Map of RuntimeEngine         1d map of runtimeengine         NN NN IN NN         
1076   org.kie.api.runtime.manager.au  0D Collection of AuditService   0d collection of AuditService   NN NN IN NNP        
1077   org.kie.internal.runtime.manag  0D Collection of DisposeListen  0d collection of DisposeListen  NN NN IN NNP        
1078   org.jbpm.runtime.manager.impl.  0D Collection of RuntimeEnviro  0d collection of runtimeenviro  NN NN IN NN         
